-31.473,-35.938,1044.9,157.44,0.20537,2
33.892,51.594,1769.4,14380,0.10675,4
-69.858,129.41,660.84,393360,0.39818,5
43.405,91.321,156.66,6475200,0.25545,7
30.662,12.639,515.61,10268000,0.438,8
22.995,114.89,5.5875,2452700,0.10276,7
-50.116,-30.078,1340.6,23957,0.15838,4
-81.88,-107.62,1.4774,651340,0.12981,6
-44.683,-28.842,4.7806,8376400,0.11903,8
-28.617,-106.16,1396.9,14.313,0.15695,1
-82.84,10.735,4906.4,9757700,0.65723,5
18.212,51.792,4421.2,2342.2,0.56762,2
69.283,-162.42,1625.6,35.38,0.18228,1
-15.292,34.08,6.0003,3708400,0.23374,7
-52.022,-117.21,267.47,11966000,0.33764,8
29.082,-102.64,4097.8,51179,0.11005,4
-83.703,-98.156,3855.2,181750000,0.89517,7
14.844,21.883,1.01,28.343,0.10349,2
-51.365,117.66,34.097,1740,0.35043,3
-42.88,-73.251,49.331,144,0.34614,2
12.146,56.76,513.98,2589.7,0.67596,3
82.222,-92.254,909.59,14183,0.13238,4
62.056,-46.086,628.12,4778.8,0.58243,3
67.888,90.19,52.218,7129.5,0.16043,4
-22.871,-20.43,31.903,11.405,0.38168,1
-10.749,38.35,16.039,4614.5,0.17912,4
-71.818,-8.3231,14.331,7.0943,0.13498,1
69.195,-104.29,505,123,0.17184,2
85.377,0.95845,3348.5,39131000,0.64853,6
-0.50766,38.597,24.053,41043,0.16208,5
53.445,-81.477,14.366,2608.7,0.60984,3
67.675,-146.41,6.5654,1104.8,0.26429,3
-26.726,81.629,3197,72.131,0.26026,1
-75.859,-174.79,5.8145,8.4508,0.1623,1
-5.6221,-92.382,4340.8,16715000,0.53293,6
-2.0438,-151.89,124.74,564440,0.21301,6
19.388,-28.961,2.7423,4539200,0.34113,7
-45.125,3.3042,1512.6,182080,0.11985,5
-35.514,130.29,1.6864,2138300,0.70154,6
72.158,-12.944,71.776,80.05,0.17003,2
83.123,135.45,85.538,8340.7,0.18056,4
-67.216,153.15,1.0521,160.48,0.30982,2
-31.669,-161.93,3.7285,2021000,0.68384,6
-3.1897,-58.297,8.6344,10318,0.40449,4
-56.619,-63.268,11.061,9300000,0.43714,7
35.345,-59.927,196.96,853.81,0.20077,3
-42.485,-86.436,475.71,87151,0.14408,5
-76.184,-159.9,10.546,17294,0.33069,4
-38.828,64.356,5686.8,143990000,0.15547,7
24.505,91.289,897.62,297510,0.48781,5
49.15,-38.704,247.44,517.41,0.95381,2
-37.764,-173.04,23.624,52.44,0.13626,2
-15.924,-124.9,1897.2,6960700,0.81959,6
-72.203,115.43,7.9078,37.421,0.71702,1
29.3,163.65,1663.4,1061200,0.96833,5
-30.912,-80.148,52.195,2233.7,0.6344,3
67.997,-177.78,567.45,3815.6,0.50641,3
-35.103,53.316,4389.7,131060000,0.13951,8
89.492,-153.76,3.2549,8433600,0.71211,8
-73.756,67.017,4713.6,1889.7,0.13631,2
69.195,-172.89,22.65,343.56,0.80621,2
87.222,124.78,1385.8,33074000,0.1593,8
50.419,121.14,18.607,3004700,0.87491,6
29.609,-75.894,21.58,6805400,0.18582,8
-84.195,70.689,6.6915,8958200,0.39192,7
-50.718,-144.13,281.63,40.127,0.67689,1
53.831,145.05,17.209,789.95,0.17894,3
-88.779,-1.4862,8104,302550000,0.8008,6
-34.07,36.147,1233,72.206,0.78031,1
14.279,133.33,534,349.93,0.87854,2
-28.31,16.358,1.8501,6358.4,0.19213,4
-47.248,-3.9695,1539.5,17385,0.10539,4
3.2361,-145.94,3933.5,1328.7,0.45819,2
-21.228,57.701,997.22,143.64,0.24241,2
3.1284,178.32,628.14,17.843,0.4411,1
-82.205,-3.184,58.338,43146,0.78413,4
-60.14,-50.164,3038,42469000,0.90119,6
-14.981,146.65,2.36,76.948,0.28223,2
80.386,-143.69,34.229,879.34,0.20597,3
-76.844,-109.94,44.755,1197.9,0.2205,3
36.385,-93.703,6223.4,43096,0.27778,3
-62.115,19.983,1336.6,63560,0.35561,4
89.247,-22.829,15.989,402.62,0.93774,2
82.949,-99.763,36.672,272.65,0.62546,2
-41.396,-29.361,8816.4,867980000,0.1942,8
9.0768,34.681,2.0557,104260,0.41029,5
71.671,-13.208,37.615,31.076,0.685,1
27.403,177.01,480.03,12424,0.26781,4
27.864,31.948,883.34,834600,0.13396,6
0.66171,157.69,247.56,383390,0.12924,6
36.478,129.94,31.716,1674100,0.49772,6
4.2337,-49.144,52.338,769870,0.3168,6
-49.167,172.44,7211.7,66887,0.20707,3
-29.082,178.72,1317.6,12180000,0.22876,7
23.826,112.12,59.138,5743800,0.44148,7
-67.201,4.7765,677.59,979.14,0.96643,2
5.7421,-42.405,1480.3,1591800,0.23275,6
86.915,157.26,189.99,22.801,0.43802,1
-15.512,-114.9,8649,2625200,0.14558,5
69.351,53.371,69.772,26.87,0.57842,1
84.208,43.24,4.1388,6584,0.15379,4
68.851,14.045,141.2,17723,0.34643,4
-56.926,-90.277,13.409,90030,0.17222,5
10.771,-30.548,3813.1,7860,0.27615,3
26.959,-76.038,10.217,2356.9,0.73361,3
55.065,14.014,215.4,369.16,0.70654,2
-71.65,52.072,7511.1,2517.4,0.6513,1
-56.184,-176.62,2064.7,217310,0.70915,4
-5.6645,147.08,44.617,59452,0.22548,5
35.822,-151.54,103.36,30578,0.78557,4
64.058,41.186,2.9127,298450,0.71612,5
-60.448,-36.351,127.37,11792000,0.10039,8
28.627,103.55,3.1502,53888,0.15841,5
71.906,-140.73,323.03,26.101,0.44337,1
-15.978,76.548,2.4951,4243300,0.3017,7
24.806,143.3,287.63,8057.6,0.20742,4
26.56,-3.8632,2.3482,396610,0.12548,6
81.047,-8.5045,241.9,298000,0.53934,5
-49.453,60.636,4.1595,4991900,0.15632,7
-51.651,-119.12,740.97,1019.6,0.11208,3
-60.702,45.28,9.8066,664.21,0.12701,3
61.907,-36.929,2.5914,161.25,0.3555,2
-24.647,134.83,235.31,431,0.11612,3
-25.483,139.51,3638.4,130190,0.38337,4
-41.607,19.374,5.0957,7720700,0.75443,7
-48.244,-119.48,1.2755,1656.6,0.37971,3
9.9296,116.83,1514.2,11.833,0.15677,1
-23.129,-2.9268,69.644,6.6455,0.21563,1
21.06,28.092,15.19,9081.4,0.30572,4
-65.406,-72.101,1024.9,26.414,0.19161,1
-41.49,178.66,58.524,69.644,0.16683,2
69.521,-168.7,2.8763,424.23,0.10159,3
46.741,143.39,7.6464,968350,0.24344,6
57.381,161.61,2865.9,64667,0.14122,4
78.653,-22.718,4.3919,1255.3,0.301,3
32.6,156.26,5574.5,6421100,0.62039,5
80.797,-34.553,1.453,913.51,0.22418,3
-84.251,131.22,51.333,30.241,0.55267,1
-65.197,-92.89,7.6178,10308000,0.87482,7
47.552,-55.903,33.229,245280,0.57401,5
6.3217,-59.92,2396.7,1724.6,0.1334,3
78.109,-39.66,502.35,1099.5,0.15852,3
-84.968,158.62,129.26,1313100,0.23409,6
19.356,90.314,7592.5,78534000,0.66276,6
64.318,177.06,1007.1,168.1,0.14734,2
-31.265,-169.64,557.73,10807000,0.46779,8
41.228,85.232,4.9029,2661.4,0.69707,3
13.437,-14.42,1980.4,17220000,0.33385,7
-31.689,-13.794,462.38,279860,0.57785,5
-65.81,-172.98,3.124,317.32,0.61124,2
-9.1553,12.431,8246,69726000,0.548,6
86.41,-160.65,329.88,12093000,0.48201,8
-41.414,161.79,3695.3,2010,0.36073,2
42.111,-117.05,2.6047,1267.9,0.32576,3
-27.222,-36.374,13.264,1052.9,0.32456,3
39.29,160.07,2.224,671.98,0.1723,3
17.309,118.24,1238.3,194410,0.28702,5
-83.47,60.974,2275.7,120.37,0.33398,1
-25.062,-87.102,51.356,888.69,0.28091,3
83.986,-133.22,7.2409,8341100,0.14033,8
21.907,-36.662,25.59,418800,0.14879,6
41.956,83.412,6149.8,394.92,0.23315,1
-13.615,-176.75,606.76,4896900,0.17666,7
11.671,-171.61,1.0713,5243800,0.81611,8
-53.704,116.4,26.748,24936,0.48981,4
-70.192,101.25,62.091,1318.1,0.23813,3
-25.488,-6.323,50.719,1119400,0.38957,6
31.512,-177.53,2.0528,16545,0.48419,4
49.957,114.04,313.81,4677.7,0.82987,3
69.75,-89.666,1.8258,2358200,0.65646,6
48.024,143.4,1077,22591000,0.3759,8
6.432,165.52,7378.9,1635600,0.15025,5
62.165,143.29,4811.8,642530,0.45827,4
46.649,157.97,1605.9,33925000,0.27742,8
-9.5477,120.2,8052.4,122980,0.90597,3
-59.262,116.34,209.59,12914000,0.49305,8
-1.9567,-88.732,480.69,7183800,0.20698,8
21.073,-63.9,87.017,5520.2,0.18182,4
-74.891,33.105,2991.2,1509600,0.26697,5
-36.095,142.92,1383.2,12123000,0.16088,7
17.814,20.6,15.315,68300,0.24058,5
88.529,-5.9713,510.22,50956,0.69205,4
44.374,-103.89,9.6068,24.388,0.60633,1
37.561,128.07,1318.4,7779100,0.87648,6
-71.186,7.515,2227.4,65544000,0.56093,7
-22.005,-82.046,3.1296,910550,0.33948,6
9.9236,-176.95,44.166,8660.3,0.3258,4
51.185,118.8,214.51,70.884,0.13696,2
16.796,81.429,49.422,142.61,0.48566,2
-42.231,177.55,79.621,7532100,0.41879,7
18.583,114.42,6004.3,12442000,0.1596,6
22.977,52.763,1.7607,6252500,0.32031,8
71.769,70.149,16.882,2447.3,0.56023,3
-76.279,7.1413,255.42,3786700,0.65657,6
-89.987,-118.88,67.915,4371.2,0.78491,3
81.372,155.59,6143.8,12611,0.44906,2
-61.254,25.834,221.08,2304900,0.38805,6
-34.954,-38.214,21.485,39.475,0.10763,2
-74.351,17.62,18.047,10560000,0.87494,8
40.242,25.957,685.63,13957000,0.64934,8
-13.142,148.68,3533.3,46991000,0.48065,7
-81.368,-50.659,14.773,552340,0.1079,6
-65.487,-45.344,2627.6,4569.8,0.10051,3
-84.689,179.8,247.1,602.83,0.89859,2
-11.125,84.634,160.85,9377,0.32116,4
18.638,-114.84,1578.1,14531000,0.35683,7
-2.2976,91.818,39.718,1432300,0.63887,6
-62.278,3.2664,438.1,134.53,0.16619,2
-78.715,-58.639,57.992,4824600,0.11513,7
-66.504,144.54,7.4348,5567.4,0.10676,4
-13.904,170.17,5.0115,5423100,0.11434,8
9.2263,-64.263,3615.8,545650,0.21722,5
-6.6799,110.87,26.715,5230000,0.58617,8
9.9931,97.135,489.06,161.13,0.43812,2
60.232,131.57,1.4594,331330,0.81949,5
-40.81,88.814,84.95,5603200,0.21827,7
4.4033,35.104,7.414,2082.1,0.81687,3
-36.496,126.58,7082.8,20567000,0.97493,5
70.61,173.12,361.67,8657600,0.24578,7
-17.123,-6.3488,1.7891,3960400,0.26511,7
-26.807,125.74,8353.1,1723000,0.74919,4
-25.854,-160.43,4116.1,17507000,0.43626,6
-11.145,168.52,728.05,763690,0.17965,6
2.6589,135.74,1.7296,15151,0.59132,4
-34.017,-109.91,3.9563,7005000,0.16269,8
-77.282,165.02,585.51,11.61,0.12476,1
-89.122,127.18,70.432,10230000,0.49403,7
-50.288,110.15,9.6149,9631000,0.96868,8
78.822,19.424,4064.7,11827000,0.12132,6
50.417,24.199,5.7316,8283400,0.17782,8
2.6742,179.63,31.049,116.92,0.44555,2
41.39,-67.163,2.917,7784300,0.12848,8
34.762,158.36,44.625,6181300,0.33587,7
54.872,-50.254,4106.2,18876,0.20255,3
-60.3,-15.889,9.1234,5.4143,0.1036,1
20.762,58.042,408.44,1027400,0.27784,6
63.117,-166.57,491.98,265460,0.37077,5
34.239,142.4,11.356,13.039,0.35354,1
-33.552,104.1,93.445,11813,0.31352,4
-59.687,-84.757,506.1,14135000,0.34127,7
36.994,27.554,8526.4,1658700,0.48927,4
-1.1964,-81.375,389.44,6045,0.18049,4
-36.007,37.957,1344.3,21021000,0.58499,8
49.209,35.993,59.666,73.405,0.16896,2
-51.978,72.126,6039.2,27376000,0.12127,6
70.429,-102.14,504.54,2389.2,0.33149,3
-85.43,115.29,51.39,28.042,0.51245,1
78.315,-39.32,211.26,425.54,0.82925,2
27.642,-48.048,79.98,5517.3,0.16349,4
-29.916,-83.669,1087,633.68,0.83764,2
83.03,152.48,12.146,256.69,0.61127,2
-44.618,-91.082,8.8582,10947,0.26669,4
58.667,42.187,5.8429,6402600,0.29151,7
87.414,-126.5,2361,2932.7,0.81062,2
-14.951,-63.936,52.035,1174.5,0.41628,3
-72.186,61.623,1.5674,210.14,0.40548,2
-0.15535,-80.849,45.626,152740,0.59696,5
-81.154,139.2,2477,197.63,0.47917,1
-58.065,-175.18,215.25,2665100,0.46015,6
46.606,-102.97,6613.9,1777200,0.75009,4
-78.756,-115.75,21.756,10561000,0.11063,8
-82.31,-52.053,341.7,12940000,0.41983,7
-81.968,104.7,1.5932,1218.8,0.23518,3
-41.014,148.84,247.84,51018,0.10417,5
42.588,-139.64,3144,708220,0.17235,5
-89.011,-121.37,10.897,10.714,0.20462,1
32.772,-169.85,94.824,26239,0.70074,4
-39.865,32.577,13.693,7764600,0.22886,8
-88.909,23.231,28.701,4991.7,0.93516,3
-86.185,67.41,155.91,5934400,0.13289,7
52.441,-91.238,6.1671,3610.5,0.86201,3
39.523,-134.87,50.108,5.2419,0.13515,1
-77.216,75.71,1496.4,40682000,0.19124,8
74.182,46.633,3.311,13.716,0.31412,1
49.958,87.174,298.59,3009100,0.68041,6
-53.457,106.2,7139.9,814710,0.2297,4
-45.77,-7.1561,441.85,12396000,0.65918,7
80.158,-133.66,568.47,33.307,0.43719,1
-71.359,-132.77,108.81,41517,0.71491,4
-9.741,107.34,123.47,596950,0.22426,6
-2.9992,-60.233,10.553,5110400,0.61606,8
-42.415,104.38,92.37,1622.5,0.36837,3
20.931,-177.52,1.7736,5749600,0.22919,8
73.109,119.35,4101,26556000,0.27118,6
49.871,69.72,6.114,16736,0.41601,4
52,-179.31,157.36,15370,0.29241,4
-79.485,-20.894,2089.1,2735600,0.88319,5
43.487,156.83,19.335,3103100,0.92882,6
67.122,-24.017,115.44,797270,0.16645,6
-5.5779,-114.01,7.8283,5018.8,0.19753,4
-87.247,90.241,1.7606,14717,0.2841,4
7.7003,39.653,53.085,11.597,0.44519,1
-38.888,-153.64,770.03,4349.1,0.5902,3
27.397,-6.5673,32.574,1391,0.41218,3
-71.453,-46.652,31.081,38212,0.71513,4
53.212,68.902,2292.3,358090,0.12539,5
63.906,-12.441,11.15,474970,0.10861,6
11.292,14.816,35.913,6258.1,0.23105,4
-65.318,-74.816,1.069,10365000,0.28947,8
19.667,141.06,46.136,4690.7,0.15902,4
9.7081,34.653,100.45,135910,0.49851,5
-66.092,94.175,375.65,4904.7,0.64375,3
-33.733,-81.27,3.9019,1646.1,0.4729,3
59.946,-95.913,1.8784,37458,0.90744,4
-68.013,-35.056,2.2945,2616600,0.58128,6
-28.378,23.87,387.35,709580,0.16596,6
36.154,-71.602,2.1774,413300,0.11681,6
-42.042,141.93,15.393,1853900,0.52536,6
-30.537,-48.646,219.93,8253500,0.17437,8
-42.385,161.94,833.9,8.9454,0.10856,1
63.133,70.406,167.49,2542.9,0.50319,3
-30.096,-152.16,64.898,623190,0.18093,6
12.952,-35.241,4966.3,37886,0.76608,3
80.589,-169.16,55.489,1589500,0.40334,6
36.539,3.66,263.61,3441000,0.9353,6
54.258,-58.779,170.04,10066000,0.69523,7
16.049,2.9668,2369.6,3792900,0.29538,6
-70.859,0.70446,1.1907,17983,0.34744,4
73.292,-163.92,5464,5682,0.27736,2
-23.417,-106.11,2.3876,8578.4,0.28969,4
-40.039,-143.69,93.94,345.19,0.8171,2
-27.072,20.974,146.96,8550.4,0.23453,4
-20.61,-42.961,12.885,79.098,0.27498,2
-67.089,-174.35,950.37,141220,0.10956,5
39.98,93.996,11.574,135.43,0.35398,2
-78.453,-26.865,597.67,18833000,0.65851,8
9.2849,-164.23,200.43,501.1,0.16866,3
7.595,-20.404,2.9071,2781.1,0.10953,4
47.67,150.61,548.4,14398000,0.5821,8
-67.29,52.709,33.861,167980,0.31532,5
-54.297,-38.187,22.151,3496.4,0.71092,3
-22.853,-138.47,95.919,5263400,0.34301,7
-28.169,-0.52697,2.9288,126900,0.40191,5
2.7836,-52.1,2593.5,8114.5,0.56509,3
-7.7614,-94.288,1120.4,880.23,0.1539,3
4.5004,11.201,2841.7,33128000,0.31689,8
-81.231,172.38,316.5,27.404,0.38113,1
-51.872,-50.441,48.663,4297700,0.11619,7
74.835,46.706,6024.2,208150000,0.10989,7
4.7,126.04,1685.7,95.109,0.11404,2
46.93,42.204,37.359,7745600,0.53725,7
-83.102,-145.37,5610.8,296920,0.14727,4
5.8072,145.31,22.11,510170,0.20472,6
40.925,-99.715,157.18,19700,0.43839,4
19.848,15.836,112.13,600.26,0.19426,3
68.223,157.16,1541.5,36408000,0.56582,8
4.3623,-139.37,372.55,112.49,0.33658,2
64.248,159.43,2.5648,981.47,0.23524,3
53.826,-20.983,88.623,8.1189,0.17224,1
13.076,26.086,856.7,20.22,0.41006,1
51.69,-110.34,125.72,9523500,0.24719,8
87.49,171.11,16.037,3522000,0.10693,7
-52.856,130.1,399.28,46.346,0.65712,1
14.484,166.86,2192,10142000,0.10589,7
36.549,-91.215,1.4386,18169,0.49763,4
-68.873,-121.82,45.689,1100200,0.21327,6
85.168,-79.326,126.26,9666700,0.27896,8
-60.001,104.13,2.5536,10352000,0.11721,8
4.0028,170.69,976.83,2700300,0.60334,6
-89.532,-105.98,10.704,22.833,0.43615,1
42.359,116.15,22.796,48.391,0.12277,2
29.86,118.96,460.96,63.776,0.13052,2
-21.811,64.211,109.67,6260200,0.66749,8
-41.81,132.09,30.055,50.466,0.12389,2
-75.116,85.977,29.597,5914.3,0.1107,4
-35.609,-73.971,10.65,18661,0.51027,4
87.813,-41.373,5367.6,4488.3,0.21678,2
76.501,91.561,2438.9,2442000,0.65931,5
-70.674,-16.03,387.62,22.248,0.28858,1
-86.173,-75.671,4822.7,1877700,0.12947,5
67.554,-43.884,3144.7,1045100,0.18975,5
70.668,-143.01,6.8941,1527000,0.41006,6
-24.957,-179.5,33.086,1172.8,0.36404,3
-19.198,-114.75,6.7286,154340,0.56208,5
17.004,-117.91,4890.1,144.51,0.28167,1
-53.69,2.9707,1004.9,180.78,0.14737,2
77.593,-28.099,1.6727,952500,0.24752,6
-39.634,100.83,6416.6,55356000,0.3206,6
-0.28394,-144.35,13.735,51384,0.20179,5
-87.961,-78.176,214.44,154.4,0.23789,2
-59.382,63.483,178.78,160970,0.25904,5
84.139,46.232,19.202,63973,0.14727,5
65.689,177.88,2068.2,16383,0.60142,3
44.894,158.19,438.29,44439,0.70733,4
-38.491,34.256,21.391,7655900,0.47468,8
-10.426,166.32,472.7,1463800,0.44527,6
82.385,158.36,1981,464.77,0.17455,2
59.478,-12.909,15.174,68262,0.15362,5
59.693,14.088,10.652,2898.5,0.67968,3
-56.387,-53.764,5.6259,9493900,0.48476,7
-20.853,-176.58,16.671,5403800,0.49429,7
-39.359,101.28,126.4,72.988,0.17034,2
4.5457,-78.034,671.05,2586300,0.75009,6
-9.0655,-114.45,3.4353,386.57,0.15212,3
24.416,110.23,437.47,849.98,0.19621,3
-64.361,-91.485,544.41,33.577,0.37495,1
-0.24104,174.96,3786.1,1048700,0.39963,5
47.973,88.836,561.71,1629200,0.26214,6
-39.168,29.472,280.01,7887600,0.32653,7
-87.122,-102.83,8058.7,744910000,0.3457,7
23.775,65.573,1569.9,1669.6,0.1727,3
29.694,-169.44,142.11,63422,0.17051,5
67.17,-112.46,4821.9,293630000,0.64687,8
-30.383,44.535,121.37,17461,0.4706,4
-25.458,-59.663,2.1329,4303.8,0.13281,4
-46.918,-4.9421,586.6,93.998,0.12536,2
58.764,154.82,1892.3,178030,0.75792,4
28.758,-15.696,45.154,6.3907,0.18809,1
76.833,-164.38,76.288,5400.3,0.12189,4
6.1305,179.34,3703.4,34.383,0.13123,1
50.493,-5.2958,34.916,7362400,0.38434,7
67.395,179.41,5.9387,8185100,0.91149,7
-34.652,-31.955,1690.5,11607,0.88316,3
-13.281,-147.16,435.96,2173700,0.7087,6
-35.853,-58.321,801.1,14251000,0.76499,8
35.779,-147.62,72.679,443060,0.12103,6
4.5485,-129.12,12.287,5126800,0.78854,8
53.1,156,23.853,213.15,0.47105,2
32.466,-52.047,54.129,7140200,0.18631,8
60.046,-39.102,798.6,2067.4,0.21149,3
-37.415,-73.153,1.2538,7416300,0.22016,8
33.485,-95.66,92.609,5011200,0.21118,7
-21.558,-101.31,720.43,5175600,0.15229,7
34.791,43.083,1033.5,102920,0.12355,5
-30.707,-179.52,197.7,96.054,0.23698,2
-54.917,-125.88,99.667,7.2123,0.13775,1
-5.1826,-163.41,56.082,54.497,0.20346,2
12.978,114.6,2.175,195.73,0.72893,2
-45.712,-53.304,41.459,36.129,0.82025,1
-16.701,63.335,140.36,2168.3,0.71951,3
29.087,64.333,3.313,11553,0.32882,4
78.695,25.281,192.36,5122500,0.13086,7
-45.549,69.788,14.654,156200,0.36779,5
24.265,-36.399,9.6415,6016400,0.30385,8
-9.1977,11.442,323.82,676140,0.22129,6
-10.978,-117.72,556.88,7697900,0.25085,8
-23.291,49.964,3296.1,195790,0.73036,4
23.367,-12.594,2.7021,24.469,0.8034,1
-70.579,-19.537,5157.3,19184000,0.11763,6
77.34,-157.36,16.357,8250100,0.39638,8
-88.134,-119.58,969.46,23764000,0.46835,7
19.055,6.4502,5349.2,42336000,0.85045,6
36.194,88.099,2853.1,55782000,0.51637,8
86.745,150.71,13.211,12.476,0.29445,1
57.779,-115.37,1.3744,4349800,0.14812,7
7.2947,-60.646,193.38,5647400,0.68558,7
25.628,-28.763,144.1,98.391,0.28733,2
-47.471,-106.05,10.638,8697600,0.34758,8
25.483,118.46,34.456,72.343,0.22248,2
43.221,134.21,25.458,110.18,0.26954,2
89.356,165.29,4.1385,8438200,0.27008,8
-13.577,-99.69,3.4621,316.77,0.12062,3
8.0038,-150.4,231.81,5.1866,0.17119,1
-8.1164,-60.3,5389,14688,0.26596,3
-12.92,57.972,32.13,33.065,0.12285,2
-72.607,-70.142,1810.7,2627800,0.10424,6
-52.932,172.87,53.835,8780500,0.48036,7
7.0525,-170.95,1.0641,3201100,0.1944,7
-9.4693,-76.055,2589.5,2465700,0.17776,6
-38.755,52.044,11.022,93.787,0.25017,2
-23.648,13.515,4605.1,41238000,0.98393,6
