-4.3456,58.297,1283.6,210.11,33.13
83.072,12.622,4132.6,1.5479e+07,1.4632e+05
-62.376,-161.21,1.1469,192.86,37.231
4.9882,-126.84,1.9462,69429,27461
86.631,-121.37,4.1613,85.673,20.388
-75.872,78.624,58.162,66217,12049
18.926,137.91,3.0345,597.7,209.91
-78.778,-128.33,1.8567,156.81,30.248
48.362,143.16,112.04,8.9989e+06,5.7155e+06
-48.824,-25.786,28.596,1.5738e+06,3.7015e+05
79.989,-101.56,949.64,1.6024e+05,14411
46.813,137.11,8.6905,8.3648e+06,3.2927e+07
-85.113,22.145,3319.4,1492.6,21.674
-13.456,-62.317,175.55,5.308e+06,4.1295e+06
-19.497,43.686,6553.1,1.7505e+08,4.2439e+06
56.412,163.83,5.2979,9.6893e+05,2.309e+05
42.407,115.04,493.07,2646.9,436.99
-83.755,-136.73,13.24,9.6752e+06,5.0803e+06
72.243,-18.019,8108,990.93,1.8634
64.701,10.28,7197.8,6.9825e+08,1.0418e+07
-60.96,-52.785,1.6958,18499,3572.1
-10.603,-62.388,4128.1,2.9703e+05,9045.9
37.843,59.271,1945.7,1960.8,115.95
48.463,-32.196,1.6599,8.2677e+06,9.2298e+06
85.014,-137.89,102.33,3.9886e+06,1.108e+06
-70.202,-167.81,55.489,60.026,10.921
84.888,158.46,4895.3,3.2503e+08,7.4142e+07
34.746,72.891,29.394,12.156,3.2572
-10.179,15.475,136.75,3.5103e+06,1.9511e+06
18.254,160.92,313.32,6.9598e+06,1.0732e+07
-67.916,112.88,7339.8,25975,70.786
74.293,63.492,736.35,2.5974e+06,3.0642e+05
53.409,10.666,963.89,1.0852e+05,10677
73.267,-135.5,2343.7,864.97,25.14
47.55,-14.64,249.19,4214.9,817.18
-17.65,82.827,5981.5,1.5891e+08,1.0725e+07
19.752,168.4,321.76,3.9947e+06,1.6524e+06
71.731,-98.436,2.5144,7.3613e+06,4.2274e+06
-13.595,81.755,5059.8,12240,235.65
-33.804,17.891,153.12,5.1904e+05,1.328e+05
17.397,-121.98,44.927,2544.6,896.28
-75.552,-94.929,8547.9,1.0334e+09,1.8812e+07
52.342,-131.35,150.03,13.299,2.6959
31.78,116.02,4017,765.07,15.054
-35.125,100.75,84.454,93777,24740
68.079,175.78,1.1905,2654.4,646.53
6.2364,89.214,6849.6,3.0615e+07,3.6404e+05
-40.812,162.41,3882.8,2.7647e+05,4564.5
41.971,20.966,8513.3,5.0661e+05,1301.4
68.703,141.58,33.6,2.4051e+06,6.6131e+05
74.277,145.49,2.0993,7.5859,1.8481
13.034,-176.66,6.0847,3.9036,1.4637
52.609,-111.3,5817.9,1.9982e+08,1.4515e+06
56.983,-26.622,15.386,1.1641e+06,2.769e+05
64.533,133.85,3525.4,1.3456e+08,5.6065e+06
-2.6728,-4.1254,1.8128,11349,4527.4
17.2,-140.37,22.877,360.41,129.57
14.432,-23.259,43.793,7.4523,2.7146
-43.255,-92.096,636.7,1.2614e+06,1.8655e+05
-68.547,-133.48,2.0338,3.2857e+06,7.6194e+05
10.107,120.37,2.6281,292.54,112.85
-80.258,56.359,12.504,2.2014e+06,4.7102e+05
-66.547,8.639,1.5187,33.495,6.4632
-5.5917,75.833,238.71,132.58,43.585
21.382,71.694,17.576,4.5681e+06,2.7435e+06
-57.956,-93.13,224.75,1.2938e+07,8.828e+06
57.36,32.43,1.021,8.3141e+06,3.5996e+07
52.646,-36.242,2843.4,9.9034e+06,2.4841e+05
-46.374,-119.36,2541.5,13147,410.33
-31.473,-35.938,1044.9,157.44,20.537
33.892,51.594,1769.4,14380,1067.5
-69.858,129.41,660.84,3.9336e+05,39818
43.405,91.321,156.66,6.4752e+06,2.5545e+06
30.662,12.639,515.61,1.0268e+07,4.38e+07
22.995,114.89,5.5875,2.4527e+06,1.0276e+06
-50.116,-30.078,1340.6,23957,1583.8
-81.88,-107.62,1.4774,6.5134e+05,1.2981e+05
-44.683,-28.842,4.7806,8.3764e+06,1.1903e+07
-28.617,-106.16,1396.9,14.313,1.5695
-82.84,10.735,4906.4,9.7577e+06,65723
18.212,51.792,4421.2,2342.2,56.762
69.283,-162.42,1625.6,35.38,1.8228
-15.292,34.08,6.0003,3.7084e+06,2.3374e+06
-52.022,-117.21,267.47,1.1966e+07,3.3764e+07
29.082,-102.64,4097.8,51179,1100.5
-83.703,-98.156,3855.2,1.8175e+08,8.9517e+06
14.844,21.883,1.01,28.343,10.349
-51.365,117.66,34.097,1740,350.43
-42.88,-73.251,49.331,144,34.614
12.146,56.76,513.98,2589.7,675.96
82.222,-92.254,909.59,14183,1323.8
62.056,-46.086,628.12,4778.8,582.43
67.888,90.19,52.218,7129.5,1604.3
-22.871,-20.43,31.903,11.405,3.8168
-10.749,38.35,16.039,4614.5,1791.2
-71.818,-8.3231,14.331,7.0943,1.3498
69.195,-104.29,505,123,17.184
85.377,0.95845,3348.5,3.9131e+07,6.4853e+05
-0.50766,38.597,24.053,41043,16208
53.445,-81.477,14.366,2608.7,609.84
67.675,-146.41,6.5654,1104.8,264.29
-26.726,81.629,3197,72.131,2.6026
-75.859,-174.79,5.8145,8.4508,1.623
-5.6221,-92.382,4340.8,1.6715e+07,5.3293e+05
-2.0438,-151.89,124.74,5.6444e+05,2.1301e+05
19.388,-28.961,2.7423,4.5392e+06,3.4113e+06
-45.125,3.3042,1512.6,1.8208e+05,11985
-35.514,130.29,1.6864,2.1383e+06,7.0154e+05
72.158,-12.944,71.776,80.05,17.003
83.123,135.45,85.538,8340.7,1805.6
-67.216,153.15,1.0521,160.48,30.982
-31.669,-161.93,3.7285,2.021e+06,6.8384e+05
-3.1897,-58.297,8.6344,10318,4044.9
-56.619,-63.268,11.061,9.3e+06,4.3714e+06
35.345,-59.927,196.96,853.81,200.77
-42.485,-86.436,475.71,87151,14408
-76.184,-159.9,10.546,17294,3306.9
-38.828,64.356,5686.8,1.4399e+08,1.5547e+06
24.505,91.289,897.62,2.9751e+05,48781
49.15,-38.704,247.44,517.41,95.381
-37.764,-173.04,23.624,52.44,13.626
-15.924,-124.9,1897.2,6.9607e+06,8.1959e+05
-72.203,115.43,7.9078,37.421,7.1702
29.3,163.65,1663.4,1.0612e+06,96833
-30.912,-80.148,52.195,2233.7,634.4
67.997,-177.78,567.45,3815.6,506.41
-35.103,53.316,4389.7,1.3106e+08,1.3951e+07
89.492,-153.76,3.2549,8.4336e+06,7.1211e+07
-73.756,67.017,4713.6,1889.7,13.631
69.195,-172.89,22.65,343.56,80.621
87.222,124.78,1385.8,3.3074e+07,1.593e+07
50.419,121.14,18.607,3.0047e+06,8.7491e+05
29.609,-75.894,21.58,6.8054e+06,1.8582e+07
-84.195,70.689,6.6915,8.9582e+06,3.9192e+06
-50.718,-144.13,281.63,40.127,6.7689
53.831,145.05,17.209,789.95,178.94
-88.779,-1.4862,8104,3.0255e+08,8.008e+05
-34.07,36.147,1233,72.206,7.8031
14.279,133.33,534,349.93,87.854
-28.31,16.358,1.8501,6358.4,1921.3
-47.248,-3.9695,1539.5,17385,1053.9
3.2361,-145.94,3933.5,1328.7,45.819
-21.228,57.701,997.22,143.64,24.241
3.1284,178.32,628.14,17.843,4.411
-82.205,-3.184,58.338,43146,7841.3
-60.14,-50.164,3038,4.2469e+07,9.0119e+05
-14.981,146.65,2.36,76.948,28.223
80.386,-143.69,34.229,879.34,205.97
-76.844,-109.94,44.755,1197.9,220.5
36.385,-93.703,6223.4,43096,277.78
-62.115,19.983,1336.6,63560,3556.1
89.247,-22.829,15.989,402.62,93.774
82.949,-99.763,36.672,272.65,62.546
-41.396,-29.361,8816.4,8.6798e+08,1.942e+07
9.0768,34.681,2.0557,1.0426e+05,41029
71.671,-13.208,37.615,31.076,6.85
27.403,177.01,480.03,12424,2678.1
27.864,31.948,883.34,8.346e+05,1.3396e+05
0.66171,157.69,247.56,3.8339e+05,1.2924e+05
36.478,129.94,31.716,1.6741e+06,4.9772e+05
4.2337,-49.144,52.338,7.6987e+05,3.168e+05
-49.167,172.44,7211.7,66887,207.07
-29.082,178.72,1317.6,1.218e+07,2.2876e+06
23.826,112.12,59.138,5.7438e+06,4.4148e+06
-67.201,4.7765,677.59,979.14,96.643
5.7421,-42.405,1480.3,1.5918e+06,2.3275e+05
86.915,157.26,189.99,22.801,4.3802
-15.512,-114.9,8649,2.6252e+06,14558
69.351,53.371,69.772,26.87,5.7842
84.208,43.24,4.1388,6584,1537.9
68.851,14.045,141.2,17723,3464.3
-56.926,-90.277,13.409,90030,17222
10.771,-30.548,3813.1,7860,276.15
26.959,-76.038,10.217,2356.9,733.61
55.065,14.014,215.4,369.16,70.654
-71.65,52.072,7511.1,2517.4,6.513
-56.184,-176.62,2064.7,2.1731e+05,7091.5
-5.6645,147.08,44.617,59452,22548
35.822,-151.54,103.36,30578,7855.7
64.058,41.186,2.9127,2.9845e+05,71612
-60.448,-36.351,127.37,1.1792e+07,1.0039e+07
28.627,103.55,3.1502,53888,15841
71.906,-140.73,323.03,26.101,4.4337
-15.978,76.548,2.4951,4.2433e+06,3.017e+06
24.806,143.3,287.63,8057.6,2074.2
26.56,-3.8632,2.3482,3.9661e+05,1.2548e+05
81.047,-8.5045,241.9,2.98e+05,53934
-49.453,60.636,4.1595,4.9919e+06,1.5632e+06
-51.651,-119.12,740.97,1019.6,112.08
-60.702,45.28,9.8066,664.21,127.01
61.907,-36.929,2.5914,161.25,35.55
-24.647,134.83,235.31,431,116.12
-25.483,139.51,3638.4,1.3019e+05,3833.7
-41.607,19.374,5.0957,7.7207e+06,7.5443e+06
-48.244,-119.48,1.2755,1656.6,379.71
9.9296,116.83,1514.2,11.833,1.5677
-23.129,-2.9268,69.644,6.6455,2.1563
21.06,28.092,15.19,9081.4,3057.2
-65.406,-72.101,1024.9,26.414,1.9161
-41.49,178.66,58.524,69.644,16.683
69.521,-168.7,2.8763,424.23,101.59
46.741,143.39,7.6464,9.6835e+05,2.4344e+05
57.381,161.61,2865.9,64667,1412.2
78.653,-22.718,4.3919,1255.3,301
32.6,156.26,5574.5,6.4211e+06,62039
80.797,-34.553,1.453,913.51,224.18
-84.251,131.22,51.333,30.241,5.5267
-65.197,-92.89,7.6178,1.0308e+07,8.7482e+06
47.552,-55.903,33.229,2.4528e+05,57401
6.3217,-59.92,2396.7,1724.6,133.4
78.109,-39.66,502.35,1099.5,158.52
-84.968,158.62,129.26,1.3131e+06,2.3409e+05
19.356,90.314,7592.5,7.8534e+07,6.6276e+05
64.318,177.06,1007.1,168.1,14.734
-31.265,-169.64,557.73,1.0807e+07,4.6779e+07
41.228,85.232,4.9029,2661.4,697.07
13.437,-14.42,1980.4,1.722e+07,3.3385e+06
-31.689,-13.794,462.38,2.7986e+05,57785
-65.81,-172.98,3.124,317.32,61.124
-9.1553,12.431,8246,6.9726e+07,5.48e+05
86.41,-160.65,329.88,1.2093e+07,4.8201e+07
-41.414,161.79,3695.3,2010,36.073
42.111,-117.05,2.6047,1267.9,325.76
-27.222,-36.374,13.264,1052.9,324.56
39.29,160.07,2.224,671.98,172.3
17.309,118.24,1238.3,1.9441e+05,28702
-83.47,60.974,2275.7,120.37,3.3398
-25.062,-87.102,51.356,888.69,280.91
83.986,-133.22,7.2409,8.3411e+06,1.4033e+07
21.907,-36.662,25.59,4.188e+05,1.4879e+05
41.956,83.412,6149.8,394.92,2.3315
-13.615,-176.75,606.76,4.8969e+06,1.7666e+06
11.671,-171.61,1.0713,5.2438e+06,8.1611e+07
-53.704,116.4,26.748,24936,4898.1
-70.192,101.25,62.091,1318.1,238.13
-25.488,-6.323,50.719,1.1194e+06,3.8957e+05
31.512,-177.53,2.0528,16545,4841.9
49.957,114.04,313.81,4677.7,829.87
69.75,-89.666,1.8258,2.3582e+06,6.5646e+05
48.024,143.4,1077,2.2591e+07,3.759e+07
6.432,165.52,7378.9,1.6356e+06,15025
62.165,143.29,4811.8,6.4253e+05,4582.7
46.649,157.97,1605.9,3.3925e+07,2.7742e+07
-9.5477,120.2,8052.4,1.2298e+05,905.97
-59.262,116.34,209.59,1.2914e+07,4.9305e+07
-1.9567,-88.732,480.69,7.1838e+06,2.0698e+07
21.073,-63.9,87.017,5520.2,1818.2
-74.891,33.105,2991.2,1.5096e+06,26697
-36.095,142.92,1383.2,1.2123e+07,1.6088e+06
17.814,20.6,15.315,68300,24058
88.529,-5.9713,510.22,50956,6920.5
44.374,-103.89,9.6068,24.388,6.0633
37.561,128.07,1318.4,7.7791e+06,8.7648e+05
-71.186,7.515,2227.4,6.5544e+07,5.6093e+06
-22.005,-82.046,3.1296,9.1055e+05,3.3948e+05
9.9236,-176.95,44.166,8660.3,3258
51.185,118.8,214.51,70.884,13.696
16.796,81.429,49.422,142.61,48.566
-42.231,177.55,79.621,7.5321e+06,4.1879e+06
18.583,114.42,6004.3,1.2442e+07,1.596e+05
22.977,52.763,1.7607,6.2525e+06,3.2031e+07
71.769,70.149,16.882,2447.3,560.23
-76.279,7.1413,255.42,3.7867e+06,6.5657e+05
-89.987,-118.88,67.915,4371.2,784.91
81.372,155.59,6143.8,12611,44.906
-61.254,25.834,221.08,2.3049e+06,3.8805e+05
-34.954,-38.214,21.485,39.475,10.763
-74.351,17.62,18.047,1.056e+07,8.7494e+07
40.242,25.957,685.63,1.3957e+07,6.4934e+07
-13.142,148.68,3533.3,4.6991e+07,4.8065e+06
-81.368,-50.659,14.773,5.5234e+05,1.079e+05
-65.487,-45.344,2627.6,4569.8,100.51
-84.689,179.8,247.1,602.83,89.859
-11.125,84.634,160.85,9377,3211.6
18.638,-114.84,1578.1,1.4531e+07,3.5683e+06
-2.2976,91.818,39.718,1.4323e+06,6.3887e+05
-62.278,3.2664,438.1,134.53,16.619
-78.715,-58.639,57.992,4.8246e+06,1.1513e+06
-66.504,144.54,7.4348,5567.4,1067.6
-13.904,170.17,5.0115,5.4231e+06,1.1434e+07
9.2263,-64.263,3615.8,5.4565e+05,21722
-6.6799,110.87,26.715,5.23e+06,5.8617e+07
9.9931,97.135,489.06,161.13,43.812
60.232,131.57,1.4594,3.3133e+05,81949
-40.81,88.814,84.95,5.6032e+06,2.1827e+06
4.4033,35.104,7.414,2082.1,816.87
-36.496,126.58,7082.8,2.0567e+07,97493
70.61,173.12,361.67,8.6576e+06,2.4578e+06
-17.123,-6.3488,1.7891,3.9604e+06,2.6511e+06
-26.807,125.74,8353.1,1.723e+06,7491.9
-25.854,-160.43,4116.1,1.7507e+07,4.3626e+05
-11.145,168.52,728.05,7.6369e+05,1.7965e+05
2.6589,135.74,1.7296,15151,5913.2
-34.017,-109.91,3.9563,7.005e+06,1.6269e+07
-77.282,165.02,585.51,11.61,1.2476
-89.122,127.18,70.432,1.023e+07,4.9403e+06
-50.288,110.15,9.6149,9.631e+06,9.6868e+07
78.822,19.424,4064.7,1.1827e+07,1.2132e+05
50.417,24.199,5.7316,8.2834e+06,1.7782e+07
2.6742,179.63,31.049,116.92,44.555
41.39,-67.163,2.917,7.7843e+06,1.2848e+07
34.762,158.36,44.625,6.1813e+06,3.3587e+06
54.872,-50.254,4106.2,18876,202.55
-60.3,-15.889,9.1234,5.4143,1.036
20.762,58.042,408.44,1.0274e+06,2.7784e+05
63.117,-166.57,491.98,2.6546e+05,37077
34.239,142.4,11.356,13.039,3.5354
-33.552,104.1,93.445,11813,3135.2
-59.687,-84.757,506.1,1.4135e+07,3.4127e+06
36.994,27.554,8526.4,1.6587e+06,4892.7
-1.1964,-81.375,389.44,6045,1804.9
-36.007,37.957,1344.3,2.1021e+07,5.8499e+07
49.209,35.993,59.666,73.405,16.896
-51.978,72.126,6039.2,2.7376e+07,1.2127e+05
70.429,-102.14,504.54,2389.2,331.49
-85.43,115.29,51.39,28.042,5.1245
78.315,-39.32,211.26,425.54,82.925
27.642,-48.048,79.98,5517.3,1634.9
-29.916,-83.669,1087,633.68,83.764
83.03,152.48,12.146,256.69,61.127
-44.618,-91.082,8.8582,10947,2666.9
58.667,42.187,5.8429,6.4026e+06,2.9151e+06
87.414,-126.5,2361,2932.7,81.062
-14.951,-63.936,52.035,1174.5,416.28
-72.186,61.623,1.5674,210.14,40.548
-0.15535,-80.849,45.626,1.5274e+05,59696
-81.154,139.2,2477,197.63,4.7917
-58.065,-175.18,215.25,2.6651e+06,4.6015e+05
46.606,-102.97,6613.9,1.7772e+06,7500.9
-78.756,-115.75,21.756,1.0561e+07,1.1063e+07
-82.31,-52.053,341.7,1.294e+07,4.1983e+06
-81.968,104.7,1.5932,1218.8,235.18
-41.014,148.84,247.84,51018,10417
42.588,-139.64,3144,7.0822e+05,17235
-89.011,-121.37,10.897,10.714,2.0462
32.772,-169.85,94.824,26239,7007.4
-39.865,32.577,13.693,7.7646e+06,2.2886e+07
-88.909,23.231,28.701,4991.7,935.16
-86.185,67.41,155.91,5.9344e+06,1.3289e+06
52.441,-91.238,6.1671,3610.5,862.01
39.523,-134.87,50.108,5.2419,1.3515
-77.216,75.71,1496.4,4.0682e+07,1.9124e+07
74.182,46.633,3.311,13.716,3.1412
49.958,87.174,298.59,3.0091e+06,6.8041e+05
-53.457,106.2,7139.9,8.1471e+05,2297
-45.77,-7.1561,441.85,1.2396e+07,6.5918e+06
80.158,-133.66,568.47,33.307,4.3719
-71.359,-132.77,108.81,41517,7149.1
-9.741,107.34,123.47,5.9695e+05,2.2426e+05
-2.9992,-60.233,10.553,5.1104e+06,6.1606e+07
-42.415,104.38,92.37,1622.5,368.37
20.931,-177.52,1.7736,5.7496e+06,2.2919e+07
73.109,119.35,4101,2.6556e+07,2.7118e+05
49.871,69.72,6.114,16736,4160.1
52,-179.31,157.36,15370,2924.1
-79.485,-20.894,2089.1,2.7356e+06,88319
43.487,156.83,19.335,3.1031e+06,9.2882e+05
67.122,-24.017,115.44,7.9727e+05,1.6645e+05
-5.5779,-114.01,7.8283,5018.8,1975.3
-87.247,90.241,1.7606,14717,2841
7.7003,39.653,53.085,11.597,4.4519
-38.888,-153.64,770.03,4349.1,590.2
27.397,-6.5673,32.574,1391,412.18
-71.453,-46.652,31.081,38212,7151.3
53.212,68.902,2292.3,3.5809e+05,12539
63.906,-12.441,11.15,4.7497e+05,1.0861e+05
11.292,14.816,35.913,6258.1,2310.5
-65.318,-74.816,1.069,1.0365e+07,2.8947e+07
19.667,141.06,46.136,4690.7,1590.2
9.7081,34.653,100.45,1.3591e+05,49851
-66.092,94.175,375.65,4904.7,643.75
-33.733,-81.27,3.9019,1646.1,472.9
59.946,-95.913,1.8784,37458,9074.4
-68.013,-35.056,2.2945,2.6166e+06,5.8128e+05
-28.378,23.87,387.35,7.0958e+05,1.6596e+05
36.154,-71.602,2.1774,4.133e+05,1.1681e+05
-42.042,141.93,15.393,1.8539e+06,5.2536e+05
-30.537,-48.646,219.93,8.2535e+06,1.7437e+07
-42.385,161.94,833.9,8.9454,1.0856
63.133,70.406,167.49,2542.9,503.19
-30.096,-152.16,64.898,6.2319e+05,1.8093e+05
12.952,-35.241,4966.3,37886,766.08
80.589,-169.16,55.489,1.5895e+06,4.0334e+05
36.539,3.66,263.61,3.441e+06,9.353e+05
54.258,-58.779,170.04,1.0066e+07,6.9523e+06
16.049,2.9668,2369.6,3.7929e+06,2.9538e+05
-70.859,0.70446,1.1907,17983,3474.4
73.292,-163.92,5464,5682,27.736
-23.417,-106.11,2.3876,8578.4,2896.9
-40.039,-143.69,93.94,345.19,81.71
-27.072,20.974,146.96,8550.4,2345.3
-20.61,-42.961,12.885,79.098,27.498
-67.089,-174.35,950.37,1.4122e+05,10956
39.98,93.996,11.574,135.43,35.398
-78.453,-26.865,597.67,1.8833e+07,6.5851e+07
9.2849,-164.23,200.43,501.1,168.66
7.595,-20.404,2.9071,2781.1,1095.3
47.67,150.61,548.4,1.4398e+07,5.821e+07
-67.29,52.709,33.861,1.6798e+05,31532
-54.297,-38.187,22.151,3496.4,710.92
-22.853,-138.47,95.919,5.2634e+06,3.4301e+06
-28.169,-0.52697,2.9288,1.269e+05,40191
2.7836,-52.1,2593.5,8114.5,565.09
-7.7614,-94.288,1120.4,880.23,153.9
4.5004,11.201,2841.7,3.3128e+07,3.1689e+07
-81.231,172.38,316.5,27.404,3.8113
-51.872,-50.441,48.663,4.2977e+06,1.1619e+06
74.835,46.706,6024.2,2.0815e+08,1.0989e+06
4.7,126.04,1685.7,95.109,11.404
46.93,42.204,37.359,7.7456e+06,5.3725e+06
-83.102,-145.37,5610.8,2.9692e+05,1472.7
5.8072,145.31,22.11,5.1017e+05,2.0472e+05
40.925,-99.715,157.18,19700,4383.9
19.848,15.836,112.13,600.26,194.26
68.223,157.16,1541.5,3.6408e+07,5.6582e+07
4.3623,-139.37,372.55,112.49,33.658
64.248,159.43,2.5648,981.47,235.24
53.826,-20.983,88.623,8.1189,1.7224
13.076,26.086,856.7,20.22,4.1006
51.69,-110.34,125.72,9.5235e+06,2.4719e+07
87.49,171.11,16.037,3.522e+06,1.0693e+06
-52.856,130.1,399.28,46.346,6.5712
14.484,166.86,2192,1.0142e+07,1.0589e+06
36.549,-91.215,1.4386,18169,4976.3
-68.873,-121.82,45.689,1.1002e+06,2.1327e+05
85.168,-79.326,126.26,9.6667e+06,2.7896e+07
-60.001,104.13,2.5536,1.0352e+07,1.1721e+07
4.0028,170.69,976.83,2.7003e+06,6.0334e+05
-89.532,-105.98,10.704,22.833,4.3615
42.359,116.15,22.796,48.391,12.277
29.86,118.96,460.96,63.776,13.052
-21.811,64.211,109.67,6.2602e+06,6.6749e+07
-41.81,132.09,30.055,50.466,12.389
-75.116,85.977,29.597,5914.3,1107
-35.609,-73.971,10.65,18661,5102.7
87.813,-41.373,5367.6,4488.3,21.678
76.501,91.561,2438.9,2.442e+06,65931
-70.674,-16.03,387.62,22.248,2.8858
-86.173,-75.671,4822.7,1.8777e+06,12947
67.554,-43.884,3144.7,1.0451e+06,18975
70.668,-143.01,6.8941,1.527e+06,4.1006e+05
-24.957,-179.5,33.086,1172.8,364.04
-19.198,-114.75,6.7286,1.5434e+05,56208
17.004,-117.91,4890.1,144.51,2.8167
-53.69,2.9707,1004.9,180.78,14.737
77.593,-28.099,1.6727,9.525e+05,2.4752e+05
-39.634,100.83,6416.6,5.5356e+07,3.206e+05
-0.28394,-144.35,13.735,51384,20179
-87.961,-78.176,214.44,154.4,23.789
-59.382,63.483,178.78,1.6097e+05,25904
84.139,46.232,19.202,63973,14727
65.689,177.88,2068.2,16383,601.42
44.894,158.19,438.29,44439,7073.3
-38.491,34.256,21.391,7.6559e+06,4.7468e+07
-10.426,166.32,472.7,1.4638e+06,4.4527e+05
82.385,158.36,1981,464.77,17.455
59.478,-12.909,15.174,68262,15362
59.693,14.088,10.652,2898.5,679.68
-56.387,-53.764,5.6259,9.4939e+06,4.8476e+06
-20.853,-176.58,16.671,5.4038e+06,4.9429e+06
-39.359,101.28,126.4,72.988,17.034
4.5457,-78.034,671.05,2.5863e+06,7.5009e+05
-9.0655,-114.45,3.4353,386.57,152.12
24.416,110.23,437.47,849.98,196.21
-64.361,-91.485,544.41,33.577,3.7495
-0.24104,174.96,3786.1,1.0487e+06,39963
47.973,88.836,561.71,1.6292e+06,2.6214e+05
-39.168,29.472,280.01,7.8876e+06,3.2653e+06
-87.122,-102.83,8058.7,7.4491e+08,3.457e+06
23.775,65.573,1569.9,1669.6,172.7
29.694,-169.44,142.11,63422,17051
67.17,-112.46,4821.9,2.9363e+08,6.4687e+07
-30.383,44.535,121.37,17461,4706
-25.458,-59.663,2.1329,4303.8,1328.1
-46.918,-4.9421,586.6,93.998,12.536
58.764,154.82,1892.3,1.7803e+05,7579.2
28.758,-15.696,45.154,6.3907,1.8809
76.833,-164.38,76.288,5400.3,1218.9
6.1305,179.34,3703.4,34.383,1.3123
50.493,-5.2958,34.916,7.3624e+06,3.8434e+06
67.395,179.41,5.9387,8.1851e+06,9.1149e+06
-34.652,-31.955,1690.5,11607,883.16
-13.281,-147.16,435.96,2.1737e+06,7.087e+05
-35.853,-58.321,801.1,1.4251e+07,7.6499e+07
35.779,-147.62,72.679,4.4306e+05,1.2103e+05
4.5485,-129.12,12.287,5.1268e+06,7.8854e+07
53.1,156,23.853,213.15,47.105
32.466,-52.047,54.129,7.1402e+06,1.8631e+07
60.046,-39.102,798.6,2067.4,211.49
-37.415,-73.153,1.2538,7.4163e+06,2.2016e+07
33.485,-95.66,92.609,5.0112e+06,2.1118e+06
-21.558,-101.31,720.43,5.1756e+06,1.5229e+06
34.791,43.083,1033.5,1.0292e+05,12355
-30.707,-179.52,197.7,96.054,23.698
-54.917,-125.88,99.667,7.2123,1.3775
-5.1826,-163.41,56.082,54.497,20.346
12.978,114.6,2.175,195.73,72.893
-45.712,-53.304,41.459,36.129,8.2025
-16.701,63.335,140.36,2168.3,719.51
29.087,64.333,3.313,11553,3288.2
78.695,25.281,192.36,5.1225e+06,1.3086e+06
-45.549,69.788,14.654,1.562e+05,36779
24.265,-36.399,9.6415,6.0164e+06,3.0385e+07
-9.1977,11.442,323.82,6.7614e+05,2.2129e+05
-10.978,-117.72,556.88,7.6979e+06,2.5085e+07
-23.291,49.964,3296.1,1.9579e+05,7303.6
23.367,-12.594,2.7021,24.469,8.034
-70.579,-19.537,5157.3,1.9184e+07,1.1763e+05
77.34,-157.36,16.357,8.2501e+06,3.9638e+07
-88.134,-119.58,969.46,2.3764e+07,4.6835e+06
19.055,6.4502,5349.2,4.2336e+07,8.5045e+05
36.194,88.099,2853.1,5.5782e+07,5.1637e+07
86.745,150.71,13.211,12.476,2.9445
57.779,-115.37,1.3744,4.3498e+06,1.4812e+06
7.2947,-60.646,193.38,5.6474e+06,6.8558e+06
25.628,-28.763,144.1,98.391,28.733
